citizen_race,use_of_force_by_citizen,agency,uof_uid,tracking_id,incident_year,incident_month,incident_day,citizen_uid,department_desc
black,pursuit only,louisiana-state-pd,ede0dd5cc77a35436a1adb706964fafa,ed9f693451cdb5fc567ebe7bda5de7c6,2022,6,25,b31be65d07ac13760a2a8840cf5b3e50,troop g
white,,louisiana-state-pd,f9cb5ba0bb00506ec0f5755eca17e753,91ff3ce9485616d12684988f346be89f,2022,4,23,8bb3339d7514c0cbec965443828bc48a,troop d
black,,louisiana-state-pd,20a65fa7bf4062fe6627bcfaff27a6d3,719261fee63d9c8ed0ecabf54bf455b1,2022,7,13,c602cab654a3d6e4ef0a6182b51f3d9d,troop b
,pursuit only,louisiana-state-pd,03be35908a2012f5f525cc2aacb4abde,3ea2756fc26b45f7aa5ac487e494169d,2022,7,29,6856aab5779ede89fd125a1c5987016b,troop b
black,,louisiana-state-pd,7032cb0d26edb6be7493a31921e35684,f951e492da7b26e7350a6488d31624d8,2022,8,22,c88b43c587738b40a009001837a230c3,troop b
black,,louisiana-state-pd,3e7bf2f260d925c66b39b45d76cb745e,0b68b129b7c18464de83b4b24d57dec1,2022,12,24,1d88fcac448a408cd4a203bd447b0449,troop b
,pursuit only,louisiana-state-pd,13d3126e5f4128e1a17a06c66c22d445,74c17f248a4ad7d538b64b8de4f55b37,2022,11,17,5b3fb4b90bdeb0e2ce1e142e8b9d300c,troop b
white,pursuit only,louisiana-state-pd,a7c503e2ef4549885368de171c6d7cae,dc42564ef556d05ea5116423a546bff9,2022,11,20,b25fa7abacb4ad4b27f64a79ad6b96cc,troop l
white,pursuit only,louisiana-state-pd,3d5db0b31f197d44f760ccffdaa5f42b,4e237674ba882c1f25d4641c2f01ba13,2022,10,22,bd9788a4463a1944111d4ea253da7017,troop g
white,pursuit only,louisiana-state-pd,31261de0a2ec2e5177e4e191b30751a8,e32341652dc55376fbf95eb31bb89e5a,2022,7,1,6745158cf7730b7760987049221e9996,troop b
white,pursuit only,louisiana-state-pd,4f53b1c7032f85eac63023b3c0e379f1,9469d5c214c898b487b89c92c31a71f6,2022,4,30,b669df0c14320daa73e1c8e79404cbf4,troop e
white,pursuit only,louisiana-state-pd,ce53a35484b3d3e47bc21212d724fe6c,11d6be5b4599518697e741d98a758b68,2022,10,1,71d0ae0794c1a000cd9d3ddb06a04614,troop e
white,pursuit only,louisiana-state-pd,c146408d977b01f0b39e3da69edc862b,08fee96a9e6d1845333c28e6111b538d,2022,10,28,56270259f6fc1a5af1e3069282fb2dc7,troop e
black,pursuit only,louisiana-state-pd,47589cda92aa6df0a19d3eb6ffb11716,98b282426892f8ff5a57081a2bdb3eed,2022,2,16,3b2b0931169e16addf127cbb68abcd27,troop e
white,pursuit only,louisiana-state-pd,5f4c73f3d87a902bf50db20a5f0ea077,66626b517ecfb26fc58dbeac55e3286a,2022,4,23,2253f1c59461a050c337fd4e513906e2,troop i
,pursuit only,louisiana-state-pd,46efada91b311213de3ac1b3bf81e150,69040b015848d6ea93ffa52d77388d6e,2022,6,14,04efd01cffd26a1ada0e6d7ead4f0d47,troop i
white,pursuit only,louisiana-state-pd,4650fa1b7aad5affe19bf1de54e811f8,0af890567c8425fd2718db9f80a38939,2022,6,15,44e96ef099eb9145967826548766e207,troop i
black,pursuit only,louisiana-state-pd,a23356051c2be3d5616d6c194f710f23,f3b560b54552938eef57bd764b5469f6,2022,7,12,d47dfbc99d9be621857bce0c04c558ce,troop i
white,pursuit only,louisiana-state-pd,b96beedde22ae799523809212060b4ba,9f647a5864aa66bd0a910663aedc1e09,2022,7,16,1725204fc2ed88ec274532efb906873c,troop i
black,pursuit only,louisiana-state-pd,33df696f6d61a74a81ef901b2741b8a5,6e6b4629431401ed30bf5728a3bb3b3f,2022,7,25,f6726cfcddbcf291159a3a2b1d2fd4d9,troop i
hispanic,"other use of hands, fists, feet, etc.",louisiana-state-pd,67bb7cd761e69dbb996d01e1a8ea29d2,3b27dedf4b3f61a30879145f29744e79,2022,8,10,adc32cb42ab21a9d0beb509e790b95a1,troop i
black,pursuit only,louisiana-state-pd,7b127d1cfcb7fc034ac56ab1a8cb2cd0,d8b0751154cf373e8dd82c1180c29bc6,2022,2,15,47ea1a874c4df925e1badf5450a6d48b,troop i
black,pursuit only,louisiana-state-pd,e65ad5ff6e536967b4a5343e96edd78e,58e3f510c223d2641e74dbf7b7da4b1e,2022,8,9,af4c585d70ef0ac0e4e7c4b6d3b80c3d,troop a
black,pursuit only,louisiana-state-pd,9bd1347450c8b762f76fef982b0fafa6,8a462298ef76422bd3299e1e92566e74,2022,5,20,e620039916564193323cf375ea8cf9c5,troop f
white,pursuit only,louisiana-state-pd,60576da171e2372eea8c6c9ec79fe9b6,1cf19a4e218533e0b20b1345317ac7af,2022,1,8,ed4fe7f6429aab7f39d61dda51c44fd8,troop i
black,pursuit only,louisiana-state-pd,e2930d70c02a720f70529e5bb1f9eb3f,13f836f0284ab4e310431d25895a74b0,2022,3,30,5467c2546ab59859d10a5ccaa77b9596,troop b
black,pursuit only,louisiana-state-pd,391b40b08dc996fd6f985012204c510d,1f7bc5d49d44fee9477a35d5a7c8c241,2022,9,23,9c48fa297785d69c3d5f3ceac66f020c,troop b
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,2a8c1fb5077fcd965d1fe7abd58b0ab4,16449f08af006dfb500bf9a743c4b148,2022,3,14,96f1bf2c1a8f6db434757641f5fdc1cd,troop g
black,pursuit only,louisiana-state-pd,17c9c889ba5f9f33172e107cca136a9a,e266ac911f455468138aa0ed9fd0b729,2022,5,30,dcd42c0b7a06177cf55139b09eac23af,troop l
black,pursuit only,louisiana-state-pd,3d25aaad83874785506b429a12a2b3ea,791667b154846f435f23c88a6c5173dd,2022,6,23,ef801aa8c650d63a8c32741b90cccffa,troop nola
white,pursuit only,louisiana-state-pd,0c96635ddb66df5ad8b0c88902a53a20,04061a739fd087ee1a1056080bb2912b,2022,9,11,912c1322ea2052a6bd9a0e96d83ff846,troop l
,pursuit only,louisiana-state-pd,9114a5fd4d5e338a05790bd87dc60090,1706e0c4464216e0191dea3357469801,2022,12,4,0db6cb93eaa7ac0ecb775a51492bc8c1,troop l
black,pursuit only,louisiana-state-pd,8eb753ab787c623a59582706cf8d5ecd,76d257ea443a6261674011cfd57fadd9,2022,3,6,79318e1ce9a012e3795220660ba55cc5,troop i
black,pursuit only,louisiana-state-pd,65e0508eaf51645458d30c38f0863dd6,ad9fa6d50c53e5b7fdf7c84253a8eaa5,2022,5,9,e7e8eca1400a5fff5710e7aed2e1158d,troop b
black,pursuit only,louisiana-state-pd,c2356b7be78cfe963cc9b019543db85c,9157ecf16841aef86f3a07d06bfe2588,2022,6,1,d3fba5a30a7b49474f0e2e0298672a5b,troop b
black,pursuit only,louisiana-state-pd,2849de6895fe7ea440a9029ed2d20527,cf8fa77c66cdf1a6c274370dc7a27a6c,2022,7,3,ce3112937d6ade98d9b1cdb668b0a32a,troop b
black,pursuit only,louisiana-state-pd,e4a90e2d02a8cc42c12560409a7fda09,351f5d613b745d3b58f2b245397e4a63,2022,7,15,53bd475eba6643ed8a51d5fa61498d1b,troop nola
black,,louisiana-state-pd,7621dc80bb25e205d7c660cbb604eb41,658e80ad07b9d598c89117fd2a958d6b,2022,7,20,9aa5c2855403db1580972cfaeb16c978,troop b
black,,louisiana-state-pd,e383662929dff0ffb1a4edd12d9a5785,640e593207696b9f2a9c729e6b660270,2022,9,2,5c00ea71a65bb88b787523a26592cba4,troop b
black,pursuit only,louisiana-state-pd,c16de42d24db52ce5ec95d9755ddacde,0c96b4d0cb1a2d219f3ef03af8be1b57,2022,10,11,57278b141c182e731c489bb929f475af,troop b
black,pursuit only,louisiana-state-pd,63a2cd6ded8e2a888eae180dec9d9aec,be602184cef90f2543461b07fa2b4482,2022,1,1,3b7c9afade5dce4b3eff00aed5455363,troop b
black,pursuit only,louisiana-state-pd,5d53a04dfcebcecc75c2a9d4ac0e4110,f3885f56fa8240b9fc0ef2a1b0dfd14d,2022,1,11,f17c9e4bdfc464615840e75d5e841eac,troop b
,pursuit only,louisiana-state-pd,1fbf2d67c1541cdccc0cfbc431cc8ca6,2912e5c16d4a7e5c3c8b4cab033623d1,2022,1,20,4f87b1de765337e18cfa8728cb1e14e1,troop b
black,pursuit only,louisiana-state-pd,fa374a821556381ab27d964d0db743de,e10264b60b86012cd4abea0335c3818b,2022,2,12,00177e3954bc4c2b2084147400f71c83,troop b
white,pursuit only,louisiana-state-pd,fa374a821556381ab27d964d0db743de,e10264b60b86012cd4abea0335c3818b,2022,2,12,84202b2ee09bcd3744fbfe4afed334fa,troop b
black,pursuit only,louisiana-state-pd,3e001ce46c9a0c3a5c8e7353bbe6314c,2eca9319e5cfbe3051ff8df2404a5686,2022,2,25,572c2f0fafa669c81fdd2b9adffb155c,troop b
white,,louisiana-state-pd,fd773cce8c7e51be73a59b0898ad8942,cf10b4f499f48c928a68be99efd2813c,2022,3,26,4f6dc57cc7c62cacaeeb5fe6523d477a,troop b
black,pursuit only,louisiana-state-pd,5f067d14ebd4e90a9341c95eb296cd7e,93f7d35937bfbd4ff6b81ef54b82236d,2022,4,8,5fa73d7200a21d7d9f9620271c034348,troop b
,pursuit only,louisiana-state-pd,60ad9fd4e0d2da55ebfbf4016d7e5d71,8c4d69ab0631b1904842fbe799edcb19,2022,3,4,086580ce25978c6b85c366b7fd88294e,troop l
white,,louisiana-state-pd,a4edb7794db4c70a7a35b02f7baaa132,55a7f041be7bad3cb3468beebac43d91,2022,12,6,e5070746d6258475f2fa503f5a89557f,troop b
black,pursuit only,louisiana-state-pd,4d5834bbddda1d47345f9fd888e6fd58,049a22f41d1ace117448cd9d988aa5e1,2022,9,20,b7d1c983a01be12b6afa42fe4ee3a916,troop a
white,,louisiana-state-pd,74480df8ff1a9313d07ec4977ca1fa2c,b909a05652bb971adc39e0ec7902d55c,2022,9,24,82aaf6bf649258bf687f5e2c4231bd5b,troop a
black,pursuit only,louisiana-state-pd,0ca969f5d82aa639ad36b334fb9fc446,af1a4dade0edbc1b5d7ede8de94dc693,2022,10,16,d6ff01c6e1f726ce7e50e2023219d2f5,troop l
white,pursuit only,louisiana-state-pd,74023361c4579bf13b7b0e18d7990f6e,9d3d984d29e9f48d34e473e520cf3e93,2022,12,7,4c09600cac23f496469993e94a9d2ed9,troop l
,pursuit only,louisiana-state-pd,9dcaec111b6dd5e4611a1b97313dbd9f,0d8128d573eb473fa5dea3d39c50313b,2022,1,30,1442d39bc24e375ea882ab910cfcf63e,troop b
black,pursuit only,louisiana-state-pd,ec0414a34cd96d9ab7dc3c4a6ab39345,6ec114ad648863c58fb1102731185a8f,2022,3,27,5b4c343849a8c393e3ae71edaaba79c3,troop b
,pursuit only,louisiana-state-pd,f5667b5f15251e7ff200d17fc2a10730,7bf27f1dfcf52af457171abe48774517,2022,3,13,e6e4db0efeff7f64f30c0797603b3387,troop b
,pursuit only,louisiana-state-pd,4ca1d174d66ae4bb7c37144a447ddf09,dc95c56266c388009dc4cf80ca1eb19a,2022,3,18,ce0676f3b374c14520e94dcee239d8a9,troop b
black,pursuit only,louisiana-state-pd,1da420a843d6dfe06f219422ca152bb5,187e5a245bdbf195b2ca9550dc167f4e,2022,3,29,579569d5390e5bfc9a2d94348aa64971,troop a
white,pursuit only,louisiana-state-pd,0b705308924e6c9b77f74f01cd035168,8a72dd16458617b2e2e602334ac9db8b,2022,1,28,a5e7db725025fbbcbf1bcc1be8a17f48,troop a
white,pursuit only,louisiana-state-pd,1af3efd2c4309a66840cc7691ccb0845,8a72dd16458617b2e2e602334ac9db8b,2022,1,28,ab6002b4ac4f6036dc6182656bb9417a,troop a
black,pursuit only,louisiana-state-pd,fb58bcc6e121511b28bf67b40448c5ea,2e66dd4a0065eb0923e2ab49da0e3bf1,2022,8,1,fb959541806bb6eb8ef85fc229ca9e81,troop b
,pursuit only,louisiana-state-pd,20cfa998f2c1bd1880490d7b184afc8e,885f3185f776ed5f747ceaa23af89ea3,2022,9,10,c5469d32331db71be4adb368f9759c34,troop b
black,pursuit only,louisiana-state-pd,8cf46dcfb8d53c2161590feda7b25e1e,d124abe7fd683a8cf30d1ff8d9032df9,2022,9,30,9f094652669d6ae0cae4d96df1577181,troop a
white,pursuit only,louisiana-state-pd,2bfdddc29daaaffbe928ccef4df233dd,90c54f87df9b7bc50b9052356a7e9494,2022,3,5,00b700e5151b9c055077329d999f37fb,troop e
white,,louisiana-state-pd,84e69f991cad67d8aa18de59b41346f3,419b06bb554ea1fe3173f5290de005fe,2022,2,21,5d0f86841c3e71e8828f2b0de1c5ad50,troop f
black,,louisiana-state-pd,6999aa4864953b5621cf2ed34094813e,41efdf6a74333d6105f9d813f29e3567,2022,4,2,37aed0a9a3f002b49dbd0e6426691293,troop b
black,pursuit only,louisiana-state-pd,f66d73496364666e8b4dcde1e919cf6d,4c3dc092353389e9578b0895feb786b0,2022,6,5,d1c006d235fe0e6e73780a9fea5dab24,troop d
white,pursuit only,louisiana-state-pd,e5e7d8e1eca535ad646bdba0111c0262,9031b2f8033bf178370ff6653403828a,2022,5,15,f8d4430c8aac338cb1097934a77e990a,troop e
white,pursuit only,louisiana-state-pd,c62da4643b9790dd9edf2a1be8254b4f,69396e57d86803680d8c19934ef8a13b,2022,5,13,497d0f254472674fd8d10c01ad62d301,troop g
black,pursuit only,louisiana-state-pd,881b6332924d41f1d3a122065a7fdb20,7f514bb0e08b1fada6c5ce1fc5c13c7c,2022,9,2,abd717a40d43f38be9416f2ff87b4b76,troop g
black,pursuit only,louisiana-state-pd,dfe19cdda0a21e0e6f73d3a883230d20,ac009b74ab19c98a0576c27a10d7dcbc,2022,9,23,c64730899b7a87751e46076b1753a1a4,troop g
black,,louisiana-state-pd,a47c9404d1033d72295bb5d6450bbc37,a225c34c8df01a9433821f5b5f5f629e,2022,3,12,1e28cfd995d4493a6fd69596c26da49b,troop l
,,louisiana-state-pd,f65da285d8daebc505917b7150064403,3162c2e14bb84f7f743cc8efb084b266,2022,9,4,2f95f272af905408e22263aad092e144,troop a
black,,louisiana-state-pd,917f4dc3f4340fb54193b11ea70987a8,f2433b34860f5aa8e823a5ef143553c9,2022,9,14,b8c25bcba9fab93277a31a6eb74c3092,troop g
,pursuit only,louisiana-state-pd,3052fc55e580ca51fe2e577f1759a4b9,cbf43858222dbbaf55ca9bca1e7ef3b1,2022,9,22,7838bcb8dcffac322379bdad595abc1a,troop d
hispanic,pursuit only,louisiana-state-pd,7a3e4acdade082cc2e6aa624ba797209,62d6661ab6bb277a417148da1bfd0d1a,2022,11,9,2cb85eaa8b95f8dcc40c7778d5e741fb,troop d
white,,louisiana-state-pd,ca48c9705538a1d76dd944f4dda648d0,bded30f4e2183ca04635581bca8307b8,2022,2,21,ffa5fdd72e9f36b2c53ba05db67bff52,troop c
black,pursuit only,louisiana-state-pd,89c4629b310fe8fd8eedb7b2e8ead22d,b1e895e267da65a34a41ba89f8ce8d81,2022,6,11,9cb39d8381e9f290a6c064c9bc0a7c8d,troop d
,pursuit only,louisiana-state-pd,fae3174645ddb3e2f771d3ca2af2d36b,756f4af2e23bd2771003aaa3f613d9a1,2022,7,12,0eaa4339e93d9c1af3df3aea055dc97c,troop l
white,pursuit only,louisiana-state-pd,ff25115c2a52ec5661847bc634991834,0a0c8ffa715b0424eade50d11a26149b,2022,12,26,3240dd1a75818d878247bd30d3fb09fa,troop l
black,,louisiana-state-pd,cd79f7ef71cd945219b16ec05a772d04,b15a3d075a905b77ed4024268cd117d1,2022,2,2,f4c6501b7b11856a996aabde6fc3005e,troop a
white,,louisiana-state-pd,1c449c2987c865a951438803a4925c82,5b7b40fed0874967f2c3a4557ad5659c,2022,8,10,f3445cf0f374d60a82c3304a7752187b,troop a
black,pursuit only,louisiana-state-pd,7f96ff95f5e0bf6d671a0f71583a2b26,66ef22042e28c76d0bb5dc7f0076f6ca,2022,9,30,b24403bb76e26c3e0c7e5a445b245877,troop e
black,pursuit only,louisiana-state-pd,041992b497fbf33613a4301603a1cf81,743568cd7e6be39c71c34e3c24fe8ac8,2022,5,24,cf22310176954651bad488a786a02a1b,troop a
black,pursuit only,louisiana-state-pd,da5fe2b4fea0dba7ddd21cde78eae0fa,6e89482c5fb2c82996a3b262a70805cc,2022,4,13,4f9ffc9b15a83444ddf6c4c99a0eec8d,troop i
,pursuit only,louisiana-state-pd,e250c7da72da387eb931b7891d490334,9b82baceebcdc31cf24c610f538d521e,2022,12,15,57a7c406e71a06560c43b4919f03092f,troop i
black,pursuit only,louisiana-state-pd,e8e51a54c8b183cf46456bc89d031ee7,4c2eb857e4d9788e1a3c57b7d83d3748,2022,1,19,c445c4690c03abfb89e57d46363090e3,troop e
black,pursuit only,louisiana-state-pd,0e1d857d67cfbcfe6cca4d680b1d59ce,4c2eb857e4d9788e1a3c57b7d83d3748,2022,1,19,88e0f2e877f04a9c58305627329206fd,troop e
black,pursuit only,louisiana-state-pd,85d849712b566bba77dfebca86188a47,496585f039b2ba2bcb892c21a689fafe,2022,4,23,2484f3df65bfd0b72dca889e92471b1e,troop e
black,pursuit only,louisiana-state-pd,8bc1c323acf4d9df229cd9abd9b3003e,32ac31455f27fa2f1fbcb20bef8688c3,2022,4,23,3aaa828b5ef11efb46b452180e482c9c,troop e
black,pursuit only,louisiana-state-pd,e4fe5cd9429fb838a819e6763a0090af,58ad2d6818be87bf83d763d3884e8b09,2022,7,15,22884868cf49dd44d4b76a34426d704e,troop e
black,pursuit only,louisiana-state-pd,acae80acf0e08bd6719ce7f4aeb08dc3,ae34d47f480fbe8dee6df9014030e467,2022,9,21,e23f5c27f3c611c0bbc4ba4a1276a94b,troop e
,pursuit only,louisiana-state-pd,81f562d8f82cf363a56d30ba001f3ff8,25982c450aa0f2131798dbd5fe3ca906,2022,8,29,0b73b54bb27904361752f2b7da837753,troop i
,pursuit only,louisiana-state-pd,f7e46a19eadfc18fb4acf8b4854ca300,cd7cf8e12174f4475c53822dce38ba35,2022,8,14,f285497876168073a2fa6a51ecdfcac1,troop b
white,pursuit only,louisiana-state-pd,5ff4e2828e9e183e4062aa6bf2b24800,d29f8c331d356e9467d3974a91bd8a5d,2022,5,7,a120172ec36c942303deaa6551380bef,troop d
black,pursuit only,louisiana-state-pd,6cfadfbecf5ee7e3d9fb5cab3caadefd,9457bed9cd1a512e95c792bf753bd809,2022,8,3,e974b8b8ca6a78605b1876b4639c6076,troop l
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,e75c2a514088cbd6721386fc60b5a1c8,9dd73d623ea8438d027410bde6f58351,2022,12,18,c5e22ee8feb462d5eecd02e89658404e,troop l
black,pursuit only,louisiana-state-pd,4a265f8ff3e0fcf09ee7b7c7742ed36e,6a34f3e48985fc29564b6494652135e2,2022,8,26,8095c4befe0e7a6b79cd555ea1ef3fa3,troop c
white,,louisiana-state-pd,e3b599f11ce1d35a04807e165c8c8c39,2b102d2b970ea2eb654a40fade73fb8e,2022,10,14,496630a02a11b7f7527d79b6ebacaf18,troop f
hispanic,pursuit only,louisiana-state-pd,0c38d263fb30c0d85efd7fcc5108e831,a3df7ecd4e35bfb72623470ce0aae69a,2022,9,4,38c4711729d757999b0337a7a8c3a764,troop e
,,louisiana-state-pd,2103fe966ce964ee11a4a4e070260cd0,4e4ef4cec3113ffeac82359a48597bc1,2022,10,29,5a1ad9d9564d46ffda87e4911a6d549e,troop a
black,pursuit only,louisiana-state-pd,182d05d7d4a7b7e38e72a26fb91728d9,6f38ddc734cd379b3d07877e415e4c8d,2022,8,27,797f8569fc1326f858ebefaf6c909503,troop d
white,pursuit only,louisiana-state-pd,411d21f3c404343873a463f89f211610,054e85218cc5f2bf1a2ff7ceea8ad0b3,2022,3,12,8a52c0daea3e89a454286f829cc14d2c,troop e
black,pursuit only,louisiana-state-pd,a31261456dc8be83c8fa759816d9eecb,75b4586683798bd5e368bf0002f531a7,2022,3,16,9b78c95bb88e3bdde0c15ed7467f7774,troop f
black,pursuit only,louisiana-state-pd,65c8639f0212e83170f7eb86b1142c49,5c40830c06cc355106128f8444c7a734,2022,8,16,1d1959179673ddae207b52110b92cea9,troop c
white,,louisiana-state-pd,e9d80a1ce43fd43b6a937d3a66337017,c8ce38df442d073d4e8a766766ead132,2022,9,15,ad96db91e8d317ce30541dd8f55f92e2,troop c
white,,louisiana-state-pd,4ebd1191960e1e8160d688cf550ac0b4,88be59f116fffc7f0d4e3ea0027dd5fe,2022,6,26,5476bd2b549b80f6e53f80c78ebc821b,troop b
black,pursuit only,louisiana-state-pd,3df65683ee59493c624457549cee1ad4,4e6a780c4b31d3d0ca1d608b93f4bfcd,2022,8,6,b26ee66f5ab7a4a7238a2545d5324a42,troop b
black,pursuit only,louisiana-state-pd,295eee9598a70874667134c168a0399c,7849c732044e7f30cb8b6e7ea55264b7,2022,2,10,ce499cc7816e481f57a44351c2fc6c20,troop e
white,pursuit only,louisiana-state-pd,825b91faf459928bf69239020c8f1f5f,e1ccb97766ade56d78225a6392baa74e,2022,9,25,7998ef4533d9ba0494eedf5f2e5fdba0,troop d
white,pursuit only,louisiana-state-pd,61903b9ebc20ba01e25336e9e9cb729e,0cf2784f7bf1d93fc8765cc3ca6ade03,2022,1,10,28ba2b4c32cad661e52c90d63f70793b,troop l
,pursuit only,louisiana-state-pd,229fd89c5a8b66407a99eab5e24de09d,7c768cdaf5998fd7519b527ae7af3c5e,2022,1,28,761c96cd02032f7cbe3516c6b14c4f8c,troop l
,pursuit only,louisiana-state-pd,51fdd3ce9bdb9b0338fdbd1c491dd703,41ac7bf78a22bb7e78c5be6515f77745,2022,2,16,1684113b04714ea2cb032058012ce58a,troop a
black,pursuit only,louisiana-state-pd,e18ddc8686b6f1446bd98d2e4e0187ff,e8d7a3767f9cc22d393a2b460a771e7c,2022,2,12,5e3e3b26e0725f833efe7e72a5c83503,troop e
black,pursuit only,louisiana-state-pd,48401edf1b5d09ebefc3271b33a3027c,6d87076e290b7d6a91dbb0f9a5f89d8f,2022,1,8,583c1b20449213736a59171480881a5c,troop g
black,pursuit only,louisiana-state-pd,c071d1ef1b93be38b0a4f5b622317615,cd81bf5b886902ff7624cc7089d21912,2022,1,13,1a4e5ac74be575e116b833729b93f6ce,troop g
black,,louisiana-state-pd,81e718cf47665f438123bd8af5bc4323,b3cf1a91897404a1662200bca19155f4,2022,1,22,8bf28426991db19ff54befa9f38d16bd,troop g
black,pursuit only,louisiana-state-pd,19ed3a6406eacf0b2879a434d8ba099c,0d1fcf134ee164a53f0094eafd63ef6d,2022,3,31,197d32590305c43d3269e73839c4254d,troop e
black,pursuit only,louisiana-state-pd,20874391b573aa0f7ee4df3e1c667b55,a4ff78cadcf32a4e7235759391bfcbf5,2022,1,22,3c01b38727d5cc3667ae975f12813f25,troop b
black,pursuit only,louisiana-state-pd,3e1b958403738c3579d19ca10b618c43,525e8f8f49f77a4093f3512c8876f549,2022,11,3,cdb4e06c00b4a1784e23f6b64364f1c0,troop b
black,,louisiana-state-pd,6517d22674c5a5087d7e01492395f554,e94fc0dd9aa8d1b7077b0df0cad6e508,2022,1,20,ce8928fe031fe5e1349b9f1534e60838,troop i
black,pursuit only,louisiana-state-pd,716dc104d582a41fa0978953ac05d952,a7db82da6ce4f9ee4d0fd9c757fac347,2022,6,3,cf1d0cda1e6eeab0677bfdbbe03e03ca,troop e
white,pursuit only,louisiana-state-pd,9a3337b03d1952e30c4aeead799040fe,8a273e8665a2a9f641778c8665a28b03,2022,7,13,9186fc31d37b3fc741f39dd803052be2,troop e
black,pursuit only,louisiana-state-pd,9ac2e4400ac657ed06b3eb22b85cb325,0f55871925ac2bebffd8f05390f7906e,2022,8,7,1d87262721959ceaaba2ce578d8a4f38,troop e
white,,louisiana-state-pd,a940cded5c032617e534a1894eecea42,3b0eafe9f050f3924ce153bdc9c8c234,2022,10,21,3adbd19263749c6aeb6bc3fa0e4a36b3,troop e
white,pursuit only,louisiana-state-pd,3dd17ece764993ce8fb986f137d14f31,2ecbf6704781eb3f6b6507f214aa8311,2022,5,29,1a0399e44efa69c753741d61f3d59848,troop f
black,pursuit only,louisiana-state-pd,5aae5bf49ff3568fb813d45f9fe24254,94779bd62921935977ab104cc2a0dab8,2022,7,13,b0ad4af3492d5ca27bcd308e67051601,troop f
black,pursuit only,louisiana-state-pd,2088d9aec858335a156ccc4e46f2ec8b,5fdcaaea72eff84fe120a87539984861,2022,5,10,43054072260b6bf5170b43d4a82e8bc6,troop a
white,pursuit only,louisiana-state-pd,8bb69d4d8b5982669d78224fc04a11fc,d5fcf27d0c33332149f5de5db496c08f,2022,7,30,ff0473f88e4a9e170e68343cf42d0973,troop e
black,pursuit only,louisiana-state-pd,ff524739d40cfbc21b462ff6cd688523,ffc861da984feac7e0bb5a288ff1ae87,2022,3,16,a80c1c66017e3741e5d88baf4db3766f,troop a
,pursuit only,louisiana-state-pd,8fc00f157f006077d04449583352d5df,aa0a40be4aa4e6db6339d25ccd3b4127,2022,2,21,d82d938e5949c304058e3f68f5185fa3,troop b
black,,louisiana-state-pd,ad0c15e9e47dd01a35124813e4b3d349,0b33c48f28a276db5d14f1c5fdedf3e1,2022,3,22,5de5b3e7e2352e53270294a599c6245c,troop b
,pursuit only,louisiana-state-pd,893dfe5fe14e4f9eb655f4f59fdea6b0,6f6eac72a19d54e542633ba931554cd0,2022,1,10,653ee07ae761a5264b600f9a2d9281b0,troop d
black,pursuit only,louisiana-state-pd,d796b7f9623225f8c7f372545877edd2,b50e247816bf04db7c5cce683aaf82af,2022,1,20,a2289bdce6af00efba55e178bfd30726,troop c
white,pursuit only,louisiana-state-pd,01302d44689ebd4b007075fffd77cfea,9ccbb00d4ad250b7b8e694ebf60714fc,2022,2,11,640f4ddc0a6e5562d1b858bf7f472506,troop c
,pursuit only,louisiana-state-pd,bd864f58763471234def7babef6f24b1,c3a064a492f5f933223a9a8900508ce7,2022,2,4,ded54e6832d74a5e281c40398031681a,troop c
,pursuit only,louisiana-state-pd,622cc9c44639bd7cd77e5e7e9af62908,c3a064a492f5f933223a9a8900508ce7,2022,2,4,7b3a64d246b19267140d7da4fa678b13,troop c
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,a8674f4e9ccddedb6ea0a3bbab2cdff2,9e0b1397b56c45c57cc7a2f95d134c56,2022,1,11,b931f44663e1370d74344ac2691bddf7,troop f
black,,louisiana-state-pd,edcb3b25848d36547a5d25d427984d2d,789f313965349e2c478da5774cb71816,2022,3,29,98a644b2b7561f2679a554a4f810b722,troop e
white,pursuit only,louisiana-state-pd,61b9e9e1f4aaecf34c5984b0b567ce86,5211212448afb10f0272c0a78bb27a09,2022,1,26,bb17083ff6628ef4b129e140f146930d,troop f
white,pursuit only,louisiana-state-pd,9bc471bce3affe93d8fbc3a7f435a0a2,5211212448afb10f0272c0a78bb27a09,2022,1,26,4bda95c866db8015eecacc8a888dd847,troop f
white,,louisiana-state-pd,fffc72d9ae3710960daa5c1a0341e5b8,bfb92609f4b7af8dbd6060e7c503585c,2022,1,25,9f7ce40ad4a68e128a0e236b47ff72b0,troop l
white,pursuit only,louisiana-state-pd,103d7a59c8db47d2def7ea92dd14ac54,3a57d4fa74f4b9e81214ca6a40bd7ced,2022,4,12,e25ae5a9f2024c4b768190c48f6114f2,troop g
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,25bad0c01fd213cc644a7936133dde3d,0ed72f7203018dc34f9137ece9d7a060,2022,3,7,d3fd9a0626986236187ade2fb6df333d,troop i
black,pursuit only,louisiana-state-pd,e9332664503ded42b4327ab2fecb78b7,d5564767e0a65124dbb084ab0f864730,2022,3,26,c5124aa6b2ff02f9f58889c5c0a2b395,troop i
